Temperature - (Celsius), Year, Statistics, Country, ISO3
-20.418, 2002, Mar Average, Canada, CAN
-11.593, 2002, Apr Average, Canada, CAN
-1.5257, 2002, May Average, Canada, CAN
7.97074, 2002, Jun Average, Canada, CAN
11.5164, 2002, Jul Average, Canada, CAN
9.82803, 2002, Aug Average, Canada, CAN
4.86811, 2002, Sep Average, Canada, CAN
-4.0068, 2002, Oct Average, Canada, CAN
-12.222, 2002, Nov Average, Canada, CAN
-15.92, 2002, Dec Average, Canada, CAN
-21.163, 2003, Jan Average, Canada, CAN
-24.499, 2003, Feb Average, Canada, CAN
-19.449, 2003, Mar Average, Canada, CAN
-9.1842, 2003, Apr Average, Canada, CAN
0.95402, 2003, May Average, Canada, CAN
7.53927, 2003, Jun Average, Canada, CAN
12.1283, 2003, Jul Average, Canada, CAN
10.5406, 2003, Aug Average, Canada, CAN
4.98085, 2003, Sep Average, Canada, CAN
-1.9209, 2003, Oct Average, Canada, CAN
-13.107, 2003, Nov Average, Canada, CAN
-17.728, 2003, Dec Average, Canada, CAN
-26.04, 2004, Jan Average, Canada, CAN
-21.278, 2004, Feb Average, Canada, CAN
-19.104, 2004, Mar Average, Canada, CAN
-9.3776, 2004, Apr Average, Canada, CAN
-1.5075, 2004, May Average, Canada, CAN
7.2155, 2004, Jun Average, Canada, CAN
11.359, 2004, Jul Average, Canada, CAN
9.25925, 2004, Aug Average, Canada, CAN
3.74471, 2004, Sep Average, Canada, CAN
-3.8439, 2004, Oct Average, Canada, CAN
-12.985, 2004, Nov Average, Canada, CAN
-22.368, 2004, Dec Average, Canada, CAN
-24.408, 2005, Jan Average, Canada, CAN
-20.915, 2005, Feb Average, Canada, CAN
-16.11, 2005, Mar Average, Canada, CAN
-6.7211, 2005, Apr Average, Canada, CAN
1.10505, 2005, May Average, Canada, CAN
8.32033, 2005, Jun Average, Canada, CAN
11.251, 2005, Jul Average, Canada, CAN
10.1182, 2005, Aug Average, Canada, CAN
4.53055, 2005, Sep Average, Canada, CAN
-2.3815, 2005, Oct Average, Canada, CAN
-11.452, 2005, Nov Average, Canada, CAN
-17.529, 2005, Dec Average, Canada, CAN
-20.131, 2006, Jan Average, Canada, CAN
-19.681, 2006, Feb Average, Canada, CAN
-15.406, 2006, Mar Average, Canada, CAN
-6.7229, 2006, Apr Average, Canada, CAN
2.40538, 2006, May Average, Canada, CAN
9.25561, 2006, Jun Average, Canada, CAN
12.127, 2006, Jul Average, Canada, CAN
10.5296, 2006, Aug Average, Canada, CAN
5.58873, 2006, Sep Average, Canada, CAN
-2.9962, 2006, Oct Average, Canada, CAN
-14.24, 2006, Nov Average, Canada, CAN
-16.335, 2006, Dec Average, Canada, CAN
-21.003, 2007, Jan Average, Canada, CAN
-22.507, 2007, Feb Average, Canada, CAN
-19.143, 2007, Mar Average, Canada, CAN
-7.8465, 2007, Apr Average, Canada, CAN
-0.4438, 2007, May Average, Canada, CAN
8.14116, 2007, Jun Average, Canada, CAN
12.8729, 2007, Jul Average, Canada, CAN
9.85352, 2007, Aug Average, Canada, CAN
3.66926, 2007, Sep Average, Canada, CAN
-2.8281, 2007, Oct Average, Canada, CAN
-13.79, 2007, Nov Average, Canada, CAN
-21.069, 2007, Dec Average, Canada, CAN
-23.281, 2008, Jan Average, Canada, CAN
-23.979, 2008, Feb Average, Canada, CAN
-19.742, 2008, Mar Average, Canada, CAN
-9.0775, 2008, Apr Average, Canada, CAN
1.28765, 2008, May Average, Canada, CAN
8.20457, 2008, Jun Average, Canada, CAN
11.9332, 2008, Jul Average, Canada, CAN
10.2736, 2008, Aug Average, Canada, CAN
4.01448, 2008, Sep Average, Canada, CAN
-2.6661, 2008, Oct Average, Canada, CAN
-11.73, 2008, Nov Average, Canada, CAN
-23.026, 2008, Dec Average, Canada, CAN
-23.226, 2009, Jan Average, Canada, CAN
-22.483, 2009, Feb Average, Canada, CAN
-20.123, 2009, Mar Average, Canada, CAN
-8.7509, 2009, Apr Average, Canada, CAN
-1.2401, 2009, May Average, Canada, CAN
7.60152, 2009, Jun Average, Canada, CAN
11.3654, 2009, Jul Average, Canada, CAN
10.3043, 2009, Aug Average, Canada, CAN
5.8091, 2009, Sep Average, Canada, CAN
-4.9187, 2009, Oct Average, Canada, CAN
-10.45, 2009, Nov Average, Canada, CAN
-19.083, 2009, Dec Average, Canada, CAN
-20.737, 2010, Jan Average, Canada, CAN
-17.658, 2010, Feb Average, Canada, CAN
-13.016, 2010, Mar Average, Canada, CAN
-4.5552, 2010, Apr Average, Canada, CAN
0.6699, 2010, May Average, Canada, CAN
7.99525, 2010, Jun Average, Canada, CAN
12.2206, 2010, Jul Average, Canada, CAN
10.9423, 2010, Aug Average, Canada, CAN
4.27929, 2010, Sep Average, Canada, CAN
-1.8049, 2010, Oct Average, Canada, CAN
-10.742, 2010, Nov Average, Canada, CAN
-17.834, 2010, Dec Average, Canada, CAN
-21.626, 2011, Jan Average, Canada, CAN
-22.255, 2011, Feb Average, Canada, CAN
-18.008, 2011, Mar Average, Canada, CAN
-10.756, 2011, Apr Average, Canada, CAN
0.6981, 2011, May Average, Canada, CAN
8.02073, 2011, Jun Average, Canada, CAN
12.1829, 2011, Jul Average, Canada, CAN
10.8473, 2011, Aug Average, Canada, CAN
5.29899, 2011, Sep Average, Canada, CAN
-2.2322, 2011, Oct Average, Canada, CAN
-12.909, 2011, Nov Average, Canada, CAN
-17.781, 2011, Dec Average, Canada, CAN
-22.644, 2012, Jan Average, Canada, CAN
-18.766, 2012, Feb Average, Canada, CAN
-16.421, 2012, Mar Average, Canada, CAN
-8.3296, 2012, Apr Average, Canada, CAN
1.41509, 2012, May Average, Canada, CAN
9.05884, 2012, Jun Average, Canada, CAN
12.9856, 2012, Jul Average, Canada, CAN
11.0008, 2012, Aug Average, Canada, CAN
6.14519, 2012, Sep Average, Canada, CAN
-4.2614, 2012, Oct Average, Canada, CAN
-14.457, 2012, Nov Average, Canada, CAN
-20.513, 2012, Dec Average, Canada, CAN
-23.274, 2013, Jan Average, Canada, CAN
-21.793, 2013, Feb Average, Canada, CAN
-16.565, 2013, Mar Average, Canada, CAN
-10.353, 2013, Apr Average, Canada, CAN
-0.0042, 2013, May Average, Canada, CAN
8.53396, 2013, Jun Average, Canada, CAN
11.2572, 2013, Jul Average, Canada, CAN
10.2833, 2013, Aug Average, Canada, CAN
4.93302, 2013, Sep Average, Canada, CAN
-2.2488, 2013, Oct Average, Canada, CAN
-14.435, 2013, Nov Average, Canada, CAN
-23.914, 2013, Dec Average, Canada, CAN
-21.165, 2014, Jan Average, Canada, CAN
-23.899, 2014, Feb Average, Canada, CAN
-20.401, 2014, Mar Average, Canada, CAN
-10.764, 2014, Apr Average, Canada, CAN
1.02454, 2014, May Average, Canada, CAN
8.62703, 2014, Jun Average, Canada, CAN
12.3595, 2014, Jul Average, Canada, CAN
10.5958, 2014, Aug Average, Canada, CAN
4.00952, 2014, Sep Average, Canada, CAN
-2.7099, 2014, Oct Average, Canada, CAN
-14.308, 2014, Nov Average, Canada, CAN
-18.014, 2014, Dec Average, Canada, CAN
-22.462, 2015, Jan Average, Canada, CAN
-24.541, 2015, Feb Average, Canada, CAN
-17.645, 2015, Mar Average, Canada, CAN
-9.1398, 2015, Apr Average, Canada, CAN
0.75926, 2015, May Average, Canada, CAN
8.19776, 2015, Jun Average, Canada, CAN
12.0246, 2015, Jul Average, Canada, CAN
10.5398, 2015, Aug Average, Canada, CAN
4.69675, 2015, Sep Average, Canada, CAN
-3.4106, 2015, Oct Average, Canada, CAN
-12.083, 2015, Nov Average, Canada, CAN
-18.384, 2015, Dec Average, Canada, CAN
-19.128, 2016, Jan Average, Canada, CAN
-19.997, 2016, Feb Average, Canada, CAN
-15.174, 2016, Mar Average, Canada, CAN
-9.3411, 2016, Apr Average, Canada, CAN
2.05738, 2016, May Average, Canada, CAN
8.59, 2016, Jun Average, Canada, CAN
12.023, 2016, Jul Average, Canada, CAN
10.9239, 2016, Aug Average, Canada, CAN
5.10525, 2016, Sep Average, Canada, CAN
-4.0432, 2016, Oct Average, Canada, CAN
-9.6162, 2016, Nov Average, Canada, CAN
-20.984, 2016, Dec Average, Canada, CAN
